City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
273,waitati,-45.75,170.5667,63.81,99,100,3.38,NZ,1675193788
274,yulara,-25.2406,130.9889,75.29,34,91,16.4,AU,1675193534
275,lorengau,-2.0226,147.2712,80.17,80,100,7.49,PG,1675193612
276,san joaquin,37.9333,-121.3011,53.55,40,0,5.75,US,1675193789
277,pacific grove,36.6177,-121.9166,57.24,41,0,10.0,US,1675193790
278,karlskrona,56.1616,15.5866,37.85,82,100,21.52,SE,1675193790
279,bengkulu,-3.8004,102.2655,73.87,93,100,6.17,ID,1675193506
280,mount gambier,-37.8333,140.7667,59.36,88,100,9.78,AU,1675193501
281,roald,62.5833,6.1333,37.33,87,75,17.27,NO,1675193638
282,karratha,-20.7377,116.8463,86.02,59,15,9.22,AU,1675193791
283,sogne,58.0833,7.8167,42.69,91,12,4.0,NO,1675193791
284,changli,39.7042,119.1506,28.74,36,78,12.53,CN,1675193792
285,idlib,35.9306,36.6339,44.01,80,35,10.11,SY,1675193792
286,fort-shevchenko,44.5086,50.263,34.92,59,23,9.51,KZ,1675193792
287,buchanan,5.8808,-10.0467,79.68,81,17,7.14,LR,1675193793
288,zhangjiakou,40.81,114.8794,14.52,44,99,13.85,CN,1675193793
289,palmer,42.1584,-72.3287,37.06,46,40,9.22,US,1675193675
290,maldonado,-34.6667,-54.9167,81.79,55,31,13.96,UY,1675193574
291,zyryanka,65.75,150.85,-22.22,100,91,7.07,RU,1675193794
292,hobyo,5.3505,48.5268,76.32,72,1,17.85,SO,1675193795
293,jacareacanga,-6.2222,-57.7528,75.18,90,98,0.89,BR,1675193795
294,pisco,-13.7,-76.2167,78.85,69,0,12.66,PE,1675193678
295,general roca,-39.0333,-67.5833,74.62,42,100,9.19,AR,1675193796
296,yamada,39.4667,141.95,29.62,69,59,7.07,JP,1675193796
297,toora-khem,52.4675,96.11,-8.86,100,84,0.18,RU,1675193660
298,mari,-7.06,-35.3194,85.01,53,86,14.56,BR,1675193797
299,mitsamiouli,-11.3847,43.2844,81.23,77,2,4.5,KM,1675193529
300,nerchinskiy zavod,51.3088,119.61,-13.07,99,99,2.8,RU,1675193797
301,iskateley,67.6803,53.1512,23.04,92,100,17.18,RU,1675193678
302,bizhbulyak,53.6967,54.2642,1.11,98,59,4.81,RU,1675193797
303,takhtamygda,54.1,123.5667,-22.58,97,59,3.04,RU,1675193798
304,caravelas,-17.7125,-39.2481,81.07,69,46,8.39,BR,1675193575
305,oranjemund,-28.55,16.4333,63.72,95,0,4.97,NA,1675193798
306,belyy yar,53.6039,91.3903,0.86,81,100,4.47,RU,1675193799
307,kozhevnikovo,56.2589,83.9714,-10.46,100,95,3.49,RU,1675193800
308,rovaniemi,66.5,25.7167,17.01,92,100,3.44,FI,1675193800
309,bandarbeyla,9.4942,50.8122,75.04,75,35,16.91,SO,1675193801
310,kharopon,41.2667,23.3833,40.15,71,1,6.96,GR,1675193801
311,sola,-13.8833,167.55,80.44,75,97,5.91,VU,1675193802
312,necochea,-38.5473,-58.7368,71.47,72,31,19.84,AR,1675193802
313,saint-augustin,51.226,-58.6502,6.3,76,26,9.71,CA,1675193682
314,walvis bay,-22.9575,14.5053,66.09,88,7,10.36,NA,1675193802
315,kjollefjord,70.9457,27.3465,35.65,93,100,17.27,NO,1675193803
316,reinosa,42.9996,-4.138,38.46,98,62,4.54,ES,1675193803
317,karla,59.3723,24.9275,31.98,86,0,8.05,EE,1675193804
318,vilhena,-12.7406,-60.1458,77.22,78,40,10.36,BR,1675193804
319,ambilobe,-13.2,49.05,75.25,93,54,1.52,MG,1675193805
320,chokurdakh,70.6333,147.9167,1.02,98,99,2.28,RU,1675193565
321,bac lieu,9.285,105.7244,74.95,84,100,4.14,VN,1675193805
322,bilma,18.6853,12.9164,66.94,18,100,11.43,NE,1675193805
323,oktyabrskiy,54.4815,53.471,14.49,93,33,8.57,RU,1675193514
324,fort morgan,40.2503,-103.8,13.42,85,0,8.05,US,1675193806
325,pisek,49.3088,14.1475,38.19,84,99,20.49,CZ,1675193806
326,pontianak,-0.0333,109.3333,75.18,100,75,1.14,ID,1675193807
327,namibe,-15.1961,12.1522,72.41,80,98,5.08,AO,1675193599
328,broome,42.2506,-75.833,28.56,62,75,6.91,US,1675193807
329,anahuac,27.2333,-100.15,42.71,78,100,12.06,MX,1675193807
330,petropavlovsk-kamchatskiy,53.0452,158.6483,-1.23,78,40,8.95,RU,1675193629
331,eydhafushi,5.1033,73.0708,80.24,76,100,11.21,MV,1675193808
332,lahij,13.1667,44.5833,67.39,72,5,5.73,YE,1675193808
333,ancud,-41.8697,-73.8203,63.18,57,0,9.19,CL,1675193699
334,karasjok,69.4719,25.5112,19.04,96,100,3.74,NO,1675193808
335,juterbog,51.9833,13.0833,43.45,92,100,5.01,DE,1675193809
336,sabang,5.8933,95.3214,78.76,80,100,9.35,ID,1675193669
337,sokoto,13.0609,5.239,81.63,9,100,7.29,NG,1675193809
338,mahanje,-9.9333,35.3333,64.4,96,1,3.06,TZ,1675193810
339,tsogni,-2.7942,10.0988,77.09,83,59,6.98,GA,1675193811
340,otradnoye,59.7775,30.8181,30.25,96,99,6.51,RU,1675193811
341,stuttgart,48.7823,9.177,41.85,79,100,16.11,DE,1675193811
342,nanortalik,60.1432,-45.2371,18.77,77,100,1.32,GL,1675193596
343,flin flon,54.7682,-101.865,-13.16,64,40,3.44,CA,1675193812
344,palpa,-14.5336,-75.1856,84.22,53,100,9.48,PE,1675193812
345,touros,-5.1989,-35.4608,81.88,73,98,14.88,BR,1675193572
346,teknaf,20.8624,92.3058,64.17,66,11,5.84,BD,1675193631
347,kodinsk,58.6881,99.1844,1.15,99,100,2.84,RU,1675193813
348,fuengirola,36.54,-4.6247,53.85,76,0,2.3,ES,1675193813
349,gwanda,-20.9333,29.0,71.44,67,11,9.04,ZW,1675193813
350,zhigansk,66.7697,123.3711,-25.92,98,100,5.08,RU,1675193669
351,bonnyville,54.2668,-110.735,4.32,91,100,2.01,CA,1675193814
352,fort smith,35.3859,-94.3986,28.45,90,100,8.01,US,1675193578
353,dingle,10.9995,122.6711,74.53,95,57,8.32,PH,1675193658
354,kitob,39.0843,66.8332,45.99,62,100,6.73,UZ,1675193814
355,castro,-24.7911,-50.0119,64.22,97,100,6.15,BR,1675193541
356,sayyan,15.1718,44.3244,56.57,50,13,2.3,YE,1675193815
357,nekhayevskiy,50.4106,41.7561,32.36,99,100,5.75,RU,1675193815
358,verin,41.9415,-7.4381,37.78,83,8,2.24,ES,1675193815
359,korsakov,46.6328,142.7813,3.04,89,91,2.73,RU,1675193816
360,narsaq,60.9167,-46.05,21.42,92,100,0.78,GL,1675193603
361,moron,-34.6534,-58.6198,91.94,65,0,12.71,AR,1675193509
362,kabompo,-13.5927,24.2008,63.23,98,89,5.19,ZM,1675193675
363,weihe,32.9952,105.3247,41.22,57,85,6.31,CN,1675193816
364,the valley,18.217,-63.0578,80.46,78,40,4.61,AI,1675193817
365,lala,7.9745,123.7458,73.47,97,27,1.34,PH,1675193817
366,southbridge,42.0751,-72.0334,38.35,54,99,4.0,US,1675193613
367,acari,-15.4311,-74.6158,78.17,79,100,9.48,PE,1675193818
368,puerto madryn,-42.7692,-65.0385,65.64,49,0,16.58,AR,1675193818
369,sambava,-14.2667,50.1667,77.92,88,5,5.88,MG,1675193661
370,freeport,40.6576,-73.5832,40.17,68,100,10.36,US,1675193818
371,victor harbor,-35.5667,138.6167,57.0,81,25,5.93,AU,1675193819
372,deputatskiy,69.3,139.9,-17.01,97,100,6.04,RU,1675193819
373,salta,-24.7859,-65.4117,86.58,49,75,8.05,AR,1675193819
374,florence,43.7667,11.25,48.09,77,0,4.61,IT,1675193607
375,skjervoy,70.0311,20.9714,33.8,68,100,5.48,NO,1675193686
376,pitimbu,-7.4706,-34.8086,86.59,74,100,12.33,BR,1675193820
377,mbandaka,0.0487,18.2603,77.83,62,33,1.28,CD,1675193820
378,sawakin,19.1059,37.3321,77.86,84,43,6.35,SD,1675193821
379,pincher creek,49.4833,-113.952,20.88,60,100,25.32,CA,1675193821
380,sorong,-0.8833,131.25,80.53,81,55,13.04,ID,1675193821
381,san nicolas,18.1725,120.5953,71.96,74,8,4.76,PH,1675193822
382,miri,4.4148,114.0089,75.34,94,20,2.3,MY,1675193650
383,taltal,-25.4,-70.4833,70.61,75,27,4.88,CL,1675193822
384,grindavik,63.8424,-22.4338,28.87,69,0,11.5,IS,1675193570
385,sapucaia,-29.8333,-51.15,91.06,62,75,12.66,BR,1675193598
386,smithers,54.7804,-127.1743,17.92,86,100,3.44,CA,1675193823
387,armidale,-30.5167,151.65,59.41,95,8,0.49,AU,1675193824
388,uyuni,-20.4597,-66.825,67.48,28,100,15.68,BO,1675193824
389,bilibino,68.0546,166.4372,2.44,94,70,7.92,RU,1675193655
390,teya,60.3778,92.6267,-4.5,100,100,3.51,RU,1675193578
391,turukhansk,65.8167,87.9833,5.56,95,100,9.55,RU,1675193825
392,lerwick,60.1545,-1.1494,44.6,76,95,35.66,GB,1675193825
393,tolaga bay,-38.3667,178.3,65.53,91,100,18.37,NZ,1675193589
394,vangaindrano,-23.35,47.6,72.48,87,100,7.9,MG,1675193825
395,soria,41.6667,-2.6667,32.11,91,8,4.14,ES,1675193826
396,skibbereen,51.55,-9.2667,49.1,77,89,13.98,IE,1675193826
397,dunedin,-45.8742,170.5036,63.81,99,100,4.0,NZ,1675193827
398,maceio,-9.6658,-35.7353,80.04,78,75,13.8,BR,1675193827
399,havre-saint-pierre,50.2334,-63.5986,8.6,51,0,9.22,CA,1675193827
400,tabuk,17.4189,121.4443,63.79,92,51,3.6,PH,1675193828
401,santa fe,-31.6333,-60.7,99.01,32,0,5.99,AR,1675193828
402,rosas,2.2609,-76.7399,67.98,80,50,3.15,CO,1675193828
403,dolores,-36.3132,-57.6792,88.48,36,1,14.38,AR,1675193829
404,galle,6.0367,80.217,75.42,85,100,10.4,LK,1675193829
405,davila,18.4726,120.5763,74.1,70,3,4.25,PH,1675193830
406,boyolangu,-8.1181,111.8935,75.78,89,100,1.16,ID,1675193830
407,flinders,-34.5833,150.8552,65.37,86,80,10.18,AU,1675193570
408,mamallapuram,12.6264,80.1722,82.45,80,99,11.88,IN,1675193831
409,vrangel,42.7297,133.0839,21.69,94,100,7.49,RU,1675193831
410,kralendijk,12.15,-68.2667,82.38,65,75,11.5,BQ,1675193567
411,marzuq,14.4,46.4667,59.23,67,8,6.31,YE,1675193832
412,salto,-31.3833,-57.9667,95.16,32,20,5.99,UY,1675193676
413,vao,-22.6667,167.4833,77.9,76,53,11.01,NC,1675193519
414,sorland,67.667,12.6934,35.46,58,78,14.67,NO,1675193832
415,iskilip,40.7353,34.4739,31.14,95,99,4.07,TR,1675193833
416,erdenet,49.0333,104.0833,-7.98,92,93,3.24,MN,1675193833
417,bambanglipuro,-7.95,110.2833,76.62,90,100,4.54,ID,1675193834
418,taiyuan,37.8694,112.5603,30.06,22,0,15.66,CN,1675193592
419,vigrestad,58.5667,5.7,40.68,82,95,31.43,NO,1675193834
420,louis trichardt,-23.0439,29.9032,68.68,78,30,3.87,ZA,1675193835
421,ust-nera,64.5667,143.2,-13.04,99,100,3.83,RU,1675193835
422,general pico,-35.6566,-63.7568,98.44,21,10,7.92,AR,1675193836
423,panzhihua,26.5851,101.7128,51.76,56,6,1.28,CN,1675193836
424,chimbote,-9.0853,-78.5783,77.95,63,43,9.89,PE,1675193602
425,maumere,-8.6199,122.2111,79.03,87,100,2.98,ID,1675193837
426,nouadhibou,20.931,-17.0347,66.18,59,95,18.41,MR,1675193580
427,lazaro cardenas,17.9583,-102.2,82.63,56,0,9.24,MX,1675193773
428,mitu,1.1983,-70.1733,92.3,34,90,4.99,CO,1675193837
429,esperance,-33.8667,121.9,62.06,74,100,14.07,AU,1675193540
430,nokha,27.6,73.4167,58.87,39,0,6.35,IN,1675193838
431,mareeba,-17.0,145.4333,74.12,97,100,2.21,AU,1675193838
432,aksu,41.1231,80.2644,12.7,87,12,5.86,CN,1675193839
433,panaba,21.2833,-88.2667,89.19,42,26,11.92,MX,1675193839
434,coahuayana,18.7333,-103.6833,87.48,44,0,7.18,MX,1675193628
435,urengoy,65.9667,78.3667,-5.96,99,78,8.88,RU,1675193839
436,pangnirtung,66.1451,-65.7125,-27.4,56,40,0.0,CA,1675193502
437,salalah,17.0151,54.0924,75.29,57,75,6.91,OM,1675193840
438,lavrentiya,65.5833,-171.0,22.26,97,100,2.59,RU,1675193653
439,aripuana,-9.1667,-60.6333,75.24,83,100,2.46,BR,1675193840
440,cozumel,20.5083,-86.9458,83.07,70,75,10.36,MX,1675193697
441,duobao,30.67,112.6895,47.73,47,0,8.59,CN,1675193841
442,vestmannaeyjar,63.4427,-20.2734,30.65,73,100,23.64,IS,1675193625
443,tazovskiy,67.4667,78.7,-7.56,98,83,8.59,RU,1675193842
444,avera,33.194,-82.5271,68.05,86,100,8.19,US,1675193643
445,anadyr,64.75,177.4833,23.5,92,100,31.32,RU,1675193842
446,belaya gora,68.5333,146.4167,-8.7,100,100,2.82,RU,1675193842
447,san patricio,28.017,-97.5169,40.87,79,100,14.12,US,1675193542
448,ratodero,27.803,68.2871,58.19,37,0,3.2,PK,1675193843
449,antofagasta,-23.65,-70.4,74.48,71,59,7.81,CL,1675193567
450,slave lake,55.2834,-114.769,10.38,79,100,2.3,CA,1675193844
451,sao felix do xingu,-6.6447,-51.995,83.66,70,41,2.57,BR,1675193844
452,olafsvik,64.8945,-23.7142,31.23,76,100,26.57,IS,1675193659
453,acarau,-2.8856,-40.12,82.09,74,92,15.1,BR,1675193771
454,galveston,29.3669,-94.9669,48.16,92,100,13.8,US,1675193845
455,longyearbyen,78.2186,15.6401,15.64,67,20,17.27,SJ,1675193597
456,sarangani,5.4033,125.4636,81.54,77,29,20.47,PH,1675193846
457,shirokiy,49.758,129.523,-21.73,99,55,5.06,RU,1675193846
458,cooma,-36.2333,149.1333,55.35,95,48,1.05,AU,1675193847
459,egvekinot,66.3167,-179.1667,14.95,92,100,5.73,RU,1675193537
460,waingapu,-9.6567,120.2641,78.98,81,94,5.88,ID,1675193847
461,nakasongola,1.3089,32.4564,72.52,48,44,3.24,UG,1675193847
462,la ronge,55.1001,-105.2842,-10.95,53,20,3.44,CA,1675193543
463,pecos,31.4229,-103.4932,26.69,80,100,5.75,US,1675193848
464,praxedis guerrero,31.3667,-106.0167,45.86,29,99,8.61,MX,1675193849
465,marsa matruh,31.3525,27.2453,55.6,67,40,16.11,EG,1675193525
466,port lincoln,-34.7333,135.8667,63.66,70,97,8.97,AU,1675193548
467,yeppoon,-23.1333,150.7333,76.78,91,73,8.19,AU,1675193850
468,paamiut,61.994,-49.6678,13.75,66,100,9.89,GL,1675193664
469,erenhot,43.6475,111.9767,6.87,64,0,7.2,CN,1675193850
470,quesnel,52.9999,-122.5029,21.7,86,100,8.05,CA,1675193850
471,kondoros,46.7667,20.8,36.99,84,100,8.72,HU,1675193851
472,olden,61.8364,6.8064,34.54,94,100,8.57,NO,1675193851
473,scarborough,54.2797,-0.4044,42.66,78,22,8.01,GB,1675193851
474,kalemie,-5.9475,29.1947,71.06,79,46,2.08,CD,1675193852
475,atbasar,51.8,68.3333,-10.1,98,42,2.01,KZ,1675193852
476,quang ngai,15.1167,108.8,64.99,93,63,2.84,VN,1675193853
477,sterling,39.0062,-77.4286,38.37,89,100,8.01,US,1675193808
478,storforshei,66.4043,14.5233,20.98,92,75,2.3,NO,1675193853
479,pringsewu,-5.3582,104.9744,73.26,98,100,1.32,ID,1675193853
480,kharp,66.8014,65.8081,5.85,97,100,4.09,RU,1675193854
481,gladstone,-23.85,151.25,78.73,94,75,8.05,AU,1675193854
482,soe,-9.8607,124.284,67.48,93,100,2.84,ID,1675193855
483,chanika,-5.4167,38.0167,66.85,85,77,2.77,TZ,1675193855
484,salihorsk,52.7876,27.5415,29.82,92,97,9.53,BY,1675193856
485,santiago del estero,-27.7951,-64.2615,95.99,31,0,5.99,AR,1675193856
486,raymondville,26.4815,-97.7831,48.24,64,88,9.89,US,1675193613
487,ouadda,8.0777,22.4007,74.41,18,5,3.31,CF,1675193856
488,bom jesus,-9.0744,-44.3586,90.39,40,61,10.16,BR,1675193857
489,vila franca do campo,37.7167,-25.4333,57.61,82,53,9.04,PT,1675193624
490,pasinler,39.9803,41.6764,22.19,96,100,3.83,TR,1675193857
491,abhar,36.1468,49.218,32.81,96,98,4.97,IR,1675193858
492,iquitos,-3.7481,-73.2472,91.44,62,75,9.22,PE,1675193858
493,kaeo,-35.1,173.7833,72.32,93,98,5.21,NZ,1675193858
494,black river,18.0264,-77.8487,84.34,60,8,11.95,JM,1675193859
495,oudtshoorn,-33.5907,22.2014,73.44,56,0,3.06,ZA,1675193859
496,akdepe,42.0551,59.3788,41.09,68,100,13.8,TM,1675193859
497,plettenberg bay,-34.0527,23.3716,68.54,84,9,1.7,ZA,1675193860
498,dalian,38.9122,121.6022,34.84,44,0,6.71,CN,1675193860
499,bahia honda,22.9036,-83.1592,82.87,55,23,6.82,CU,1675193860
500,shelburne,44.0787,-80.2041,19.9,71,73,6.26,CA,1675193861
501,henties bay,-22.116,14.2845,65.68,81,52,7.02,NA,1675193698
502,te anau,-45.4167,167.7167,61.48,92,100,0.89,NZ,1675193625
503,shenjiamen,29.9576,122.298,53.22,91,0,8.57,CN,1675193574
504,whakatane,-37.9585,176.9854,69.51,91,100,7.0,NZ,1675193862
505,manta,-0.95,-80.7333,82.18,69,75,12.66,EC,1675193862
506,thinadhoo,0.5333,72.9333,81.07,75,37,9.93,MV,1675193511
507,sudak,44.85,34.9667,38.86,77,100,4.34,UA,1675193863
508,solnechnyy,50.7214,136.6319,-16.04,97,23,3.02,RU,1675193863
509,karpathos,35.507,27.2132,49.96,81,100,12.66,GR,1675193863
510,xai-xai,-25.0519,33.6442,76.26,75,55,14.27,MZ,1675193864
511,byron bay,-28.65,153.6167,72.72,94,63,5.7,AU,1675193864
512,maputo,-25.9653,32.5892,80.28,74,75,14.97,MZ,1675193864
513,brae,60.3964,-1.353,41.16,76,99,34.31,GB,1675193640
514,konstantinovka,49.6167,127.9833,-22.5,100,98,2.77,RU,1675193667
515,mahebourg,-20.4081,57.7,79.09,89,40,6.91,MU,1675193547
516,garowe,8.4054,48.4845,69.13,67,1,13.96,SO,1675193552
517,sibiti,-3.6819,13.3499,69.75,94,74,0.89,CG,1675193865
518,san carlos del zulia,9.0,-71.9135,87.89,46,5,2.04,VE,1675193865
519,kearney,40.6995,-99.0815,22.91,43,0,6.91,US,1675193826
520,road town,18.4167,-64.6167,82.44,65,40,9.22,VG,1675193535
521,neuquen,-38.9516,-68.0591,73.29,46,75,6.91,AR,1675193866
522,talaya,61.3833,152.75,-24.93,100,97,2.1,RU,1675193866
523,lang son,21.8333,106.7333,54.63,86,51,2.62,VN,1675193867
524,det udom,14.906,105.0784,64.22,60,58,2.37,TH,1675193867
525,srednekolymsk,67.45,153.6833,-18.67,95,63,8.08,RU,1675193592
526,bubaque,11.2833,-15.8333,77.58,68,1,16.49,GW,1675193867
527,terney,45.0503,136.6092,9.77,74,99,6.42,RU,1675193868
528,tagab,34.855,69.6492,36.3,60,97,4.79,AF,1675193868
529,norman wells,65.282,-126.8329,-12.96,70,75,11.5,CA,1675193524
530,conde,-7.2597,-34.9075,85.46,66,75,12.66,BR,1675193869
531,victoria,22.2855,114.1577,66.94,79,91,5.99,HK,1675193290
532,matara,5.9485,80.5353,74.62,87,99,4.12,LK,1675193869
533,sao miguel do araguaia,-13.275,-50.1628,83.89,68,11,2.89,BR,1675193870
534,abu dhabi,24.4667,54.3667,73.42,46,0,2.3,AE,1675193870
535,winneba,5.3511,-0.6231,80.29,80,99,7.45,GH,1675193871
536,homer,59.6425,-151.5483,35.76,93,100,0.0,US,1675193871
537,taraz,42.9,71.3667,28.81,86,90,6.71,KZ,1675193871
538,kovrov,56.3572,41.3192,26.55,92,100,10.94,RU,1675193871
539,baijiantan,45.6333,85.1833,1.74,88,100,1.28,CN,1675193872
540,bocana de paiwas,12.7857,-85.1227,78.15,80,45,15.59,NI,1675193872
541,pontes e lacerda,-15.2261,-59.3353,86.41,62,93,4.83,BR,1675193872
542,austin,30.2672,-97.7431,33.28,93,100,12.66,US,1675193735
543,cedar city,37.6775,-113.0619,17.4,72,0,4.61,US,1675193642
544,kaoma,-14.7833,24.8,65.03,97,100,7.87,ZM,1675193873
545,virginia beach,36.8529,-75.978,54.01,93,100,9.22,US,1675193595
546,severomuysk,56.1481,113.4267,-15.88,98,100,4.45,RU,1675193873
